ville,id_zone,code_grand_quartier,code_iris,nom_quartier,piece,epoque,meuble,annee,ref,min,max
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,0,2015,30.3,21.2,36.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,0,2016,30.5,21.35,36.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,0,2017,30.6,21.4,36.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,1,2015,33.6,23.5,40.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,1,2016,34.2,23.94,41.04
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Avant 1946,1,2017,34.3,24,41.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,0,2015,31.4,22,37.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,0,2016,31.5,22.05,37.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,0,2017,31.9,22.3,38.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,1,2015,34.9,24.4,41.9
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,1,2016,35.3,24.71,42.36
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1946-1970,1,2017,35.7,25,42.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,0,2015,27.3,19.1,32.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,0,2016,27,18.9,32.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,0,2017,27.1,19,32.5
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,1,2015,30.3,21.2,36.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,1,2016,30.2,21.14,36.24
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,1971-1990,1,2017,30.4,21.3,36.5
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,0,2015,30.3,21.2,36.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,0,2016,30.4,21.28,36.48
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,0,2017,30.6,21.4,36.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,1,2015,33.6,23.5,40.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,1,2016,34,23.8,40.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,1,Apres 1990,1,2017,34.3,24,41.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,0,2015,26.5,18.6,31.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,0,2016,26.6,18.62,31.92
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,0,2017,27.2,19,32.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,1,2015,29.4,20.6,35.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,1,2016,29.8,20.86,35.76
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Avant 1946,1,2017,30.5,21.4,36.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,0,2015,25.8,18.1,31
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,0,2016,26.1,18.27,31.32
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,0,2017,26.5,18.6,31.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,1,2015,28.6,20,34.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,1,2016,29.2,20.44,35.04
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1946-1970,1,2017,29.7,20.8,35.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,0,2015,24.7,17.3,29.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,0,2016,24.8,17.36,29.76
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,0,2017,25.4,17.8,30.5
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,1,2015,27.4,19.2,32.9
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,1,2016,27.8,19.46,33.36
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,1971-1990,1,2017,28.4,19.9,34.1
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,0,2015,24.2,16.9,29
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,0,2016,24.3,17.01,29.16
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,0,2017,25.2,17.6,30.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,1,2015,26.9,18.8,32.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,1,2016,27.2,19.04,32.64
PARIS,2,7510101,,St-Germain-l'Auxerrois,2,Apres 1990,1,2017,28.2,19.7,33.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,0,2015,25.8,18.1,31
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,0,2016,25.2,17.64,30.24
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,0,2017,25.2,17.6,30.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,1,2015,28.6,20,34.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,1,2016,28.2,19.74,33.84
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Avant 1946,1,2017,28.2,19.7,33.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,0,2015,21.3,14.9,25.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,0,2016,21.4,14.98,25.68
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,0,2017,21.4,15,25.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,1,2015,23.6,16.5,28.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,1,2016,24,16.8,28.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1946-1970,1,2017,24,16.8,28.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,0,2015,21.3,14.9,25.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,0,2016,21.4,14.98,25.68
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,0,2017,21.4,15,25.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,1,2015,23.6,16.5,28.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,1,2016,24,16.8,28.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,1971-1990,1,2017,24,16.8,28.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,0,2015,24.5,17.2,29.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,0,2016,24.6,17.22,29.52
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,0,2017,24.6,17.2,29.5
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,1,2015,27.2,19,32.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,1,2016,27.6,19.32,33.12
PARIS,2,7510101,,St-Germain-l'Auxerrois,3,Apres 1990,1,2017,27.6,19.3,33.1
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,0,2015,25.2,17.6,30.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,0,2016,25.3,17.71,30.36
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,0,2017,25.1,17.6,30.1
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,1,2015,28,19.6,33.6
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,1,2016,28.3,19.81,33.96
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Avant 1946,1,2017,28.1,19.7,33.7
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,0,2015,21.8,15.3,26.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,0,2016,21.9,15.33,26.28
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,0,2017,21.9,15.3,26.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,1,2015,24.2,16.9,29
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,1,2016,24.5,17.15,29.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1946-1970,1,2017,24.5,17.2,29.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,0,2015,21.8,15.3,26.2
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,0,2016,21.9,15.33,26.28
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,0,2017,21.9,15.3,26.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,1,2015,24.2,16.9,29
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,1,2016,24.5,17.15,29.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,1971-1990,1,2017,24.5,17.2,29.4
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,0,2015,26.5,18.6,31.8
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,0,2016,26.6,18.62,31.92
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,0,2017,26.6,18.6,31.9
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,1,2015,29.4,20.6,35.3
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,1,2016,29.8,20.86,35.76
PARIS,2,7510101,,St-Germain-l'Auxerrois,4,Apres 1990,1,2017,29.8,20.9,35.8
PARIS,5,7510102,,Halles,1,Avant 1946,0,2015,28.7,20.1,34.4
PARIS,5,7510102,,Halles,1,Avant 1946,0,2016,29,20.3,34.8
PARIS,5,7510102,,Halles,1,Avant 1946,0,2017,29.1,20.4,34.9
PARIS,5,7510102,,Halles,1,Avant 1946,1,2015,31.9,22.3,38.3
PARIS,5,7510102,,Halles,1,Avant 1946,1,2016,32.5,22.75,39
PARIS,5,7510102,,Halles,1,Avant 1946,1,2017,32.6,22.8,39.1
PARIS,5,7510102,,Halles,1,1946-1970,0,2015,23.3,16.3,28
PARIS,5,7510102,,Halles,1,1946-1970,0,2016,24.2,16.94,29.04
PARIS,5,7510102,,Halles,1,1946-1970,0,2017,25,17.5,30
PARIS,5,7510102,,Halles,1,1946-1970,1,2015,25.9,18.1,31.1
PARIS,5,7510102,,Halles,1,1946-1970,1,2016,27.1,18.97,32.52
PARIS,5,7510102,,Halles,1,1946-1970,1,2017,28,19.6,33.6
PARIS,5,7510102,,Halles,1,1971-1990,0,2015,26.5,18.6,31.8
PARIS,5,7510102,,Halles,1,1971-1990,0,2016,26.3,18.41,31.56
PARIS,5,7510102,,Halles,1,1971-1990,0,2017,25.9,18.1,31.1
PARIS,5,7510102,,Halles,1,1971-1990,1,2015,29.4,20.6,35.3
PARIS,5,7510102,,Halles,1,1971-1990,1,2016,29.5,20.65,35.4
PARIS,5,7510102,,Halles,1,1971-1990,1,2017,29,20.3,34.8
PARIS,5,7510102,,Halles,1,Apres 1990,0,2015,26,18.2,31.2
PARIS,5,7510102,,Halles,1,Apres 1990,0,2016,26.1,18.27,31.32
PARIS,5,7510102,,Halles,1,Apres 1990,0,2017,25.9,18.1,31.1
PARIS,5,7510102,,Halles,1,Apres 1990,1,2015,28.9,20.2,34.7
PARIS,5,7510102,,Halles,1,Apres 1990,1,2016,29.2,20.44,35.04
PARIS,5,7510102,,Halles,1,Apres 1990,1,2017,29,20.3,34.8
PARIS,5,7510102,,Halles,2,Avant 1946,0,2015,23.8,16.7,28.6
PARIS,5,7510102,,Halles,2,Avant 1946,0,2016,23.8,16.66,28.56
PARIS,5,7510102,,Halles,2,Avant 1946,0,2017,24.1,16.9,28.9
PARIS,5,7510102,,Halles,2,Avant 1946,1,2015,26.4,18.5,31.7
PARIS,5,7510102,,Halles,2,Avant 1946,1,2016,26.7,18.69,32.04
PARIS,5,7510102,,Halles,2,Avant 1946,1,2017,27,18.9,32.4
PARIS,5,7510102,,Halles,2,1946-1970,0,2015,20.6,14.4,24.7
PARIS,5,7510102,,Halles,2,1946-1970,0,2016,21.3,14.91,25.56
PARIS,5,7510102,,Halles,2,1946-1970,0,2017,22.2,15.5,26.6
PARIS,5,7510102,,Halles,2,1946-1970,1,2015,22.9,16,27.5
PARIS,5,7510102,,Halles,2,1946-1970,1,2016,23.9,16.73,28.68
PARIS,5,7510102,,Halles,2,1946-1970,1,2017,24.9,17.4,29.9
PARIS,5,7510102,,Halles,2,1971-1990,0,2015,22,15.4,26.4
PARIS,5,7510102,,Halles,2,1971-1990,0,2016,22.1,15.47,26.52
PARIS,5,7510102,,Halles,2,1971-1990,0,2017,22.1,15.5,26.5
PARIS,5,7510102,,Halles,2,1971-1990,1,2015,24.4,17.1,29.3
PARIS,5,7510102,,Halles,2,1971-1990,1,2016,24.8,17.36,29.76
PARIS,5,7510102,,Halles,2,1971-1990,1,2017,24.8,17.4,29.8
PARIS,5,7510102,,Halles,2,Apres 1990,0,2015,24.5,17.2,29.4
PARIS,5,7510102,,Halles,2,Apres 1990,0,2016,24.3,17.01,29.16
PARIS,5,7510102,,Halles,2,Apres 1990,0,2017,24.1,16.9,28.9
PARIS,5,7510102,,Halles,2,Apres 1990,1,2015,27.2,19,32.6
PARIS,5,7510102,,Halles,2,Apres 1990,1,2016,27.2,19.04,32.64
PARIS,5,7510102,,Halles,2,Apres 1990,1,2017,27,18.9,32.4
PARIS,5,7510102,,Halles,3,Avant 1946,0,2015,22.1,15.5,26.5
PARIS,5,7510102,,Halles,3,Avant 1946,0,2016,22.3,15.61,26.76
PARIS,5,7510102,,Halles,3,Avant 1946,0,2017,22.5,15.8,27
PARIS,5,7510102,,Halles,3,Avant 1946,1,2015,24.5,17.2,29.4
PARIS,5,7510102,,Halles,3,Avant 1946,1,2016,25,17.5,30
PARIS,5,7510102,,Halles,3,Avant 1946,1,2017,25.2,17.6,30.2
PARIS,5,7510102,,Halles,3,1946-1970,0,2015,20.7,14.5,24.8
PARIS,5,7510102,,Halles,3,1946-1970,0,2016,20.8,14.56,24.96
PARIS,5,7510102,,Halles,3,1946-1970,0,2017,20.4,14.3,24.5
PARIS,5,7510102,,Halles,3,1946-1970,1,2015,23,16.1,27.6
PARIS,5,7510102,,Halles,3,1946-1970,1,2016,23.3,16.31,27.96
PARIS,5,7510102,,Halles,3,1946-1970,1,2017,22.8,16,27.4
PARIS,5,7510102,,Halles,3,1971-1990,0,2015,21.7,15.2,26
PARIS,5,7510102,,Halles,3,1971-1990,0,2016,21.8,15.26,26.16
PARIS,5,7510102,,Halles,3,1971-1990,0,2017,22.2,15.5,26.6
PARIS,5,7510102,,Halles,3,1971-1990,1,2015,24.1,16.9,28.9
PARIS,5,7510102,,Halles,3,1971-1990,1,2016,24.4,17.08,29.28
PARIS,5,7510102,,Halles,3,1971-1990,1,2017,24.9,17.4,29.9
PARIS,5,7510102,,Halles,3,Apres 1990,0,2015,22.7,15.9,27.2
PARIS,5,7510102,,Halles,3,Apres 1990,0,2016,22.8,15.96,27.36
PARIS,5,7510102,,Halles,3,Apres 1990,0,2017,22.7,15.9,27.2
PARIS,5,7510102,,Halles,3,Apres 1990,1,2015,25.2,17.6,30.2
PARIS,5,7510102,,Halles,3,Apres 1990,1,2016,25.5,17.85,30.6
PARIS,5,7510102,,Halles,3,Apres 1990,1,2017,25.4,17.8,30.5
PARIS,5,7510102,,Halles,4,Avant 1946,0,2015,20.3,14.2,24.4
PARIS,5,7510102,,Halles,4,Avant 1946,0,2016,20.4,14.28,24.48
PARIS,5,7510102,,Halles,4,Avant 1946,0,2017,20.5,14.4,24.6
PARIS,5,7510102,,Halles,4,Avant 1946,1,2015,22.5,15.8,27
PARIS,5,7510102,,Halles,4,Avant 1946,1,2016,22.8,15.96,27.36
PARIS,5,7510102,,Halles,4,Avant 1946,1,2017,23,16.1,27.6
PARIS,5,7510102,,Halles,4,1946-1970,0,2015,20.7,14.5,24.8
PARIS,5,7510102,,Halles,4,1946-1970,0,2016,21,14.7,25.2
PARIS,5,7510102,,Halles,4,1946-1970,0,2017,20.9,14.6,25.1
PARIS,5,7510102,,Halles,4,1946-1970,1,2015,23,16.1,27.6
PARIS,5,7510102,,Halles,4,1946-1970,1,2016,23.5,16.45,28.2
PARIS,5,7510102,,Halles,4,1946-1970,1,2017,23.4,16.4,28.1
PARIS,5,7510102,,Halles,4,1971-1990,0,2015,21.5,15.1,25.8
PARIS,5,7510102,,Halles,4,1971-1990,0,2016,21.6,15.12,25.92
PARIS,5,7510102,,Halles,4,1971-1990,0,2017,21.5,15.1,25.8
PARIS,5,7510102,,Halles,4,1971-1990,1,2015,23.9,16.7,28.7
PARIS,5,7510102,,Halles,4,1971-1990,1,2016,24.2,16.94,29.04
PARIS,5,7510102,,Halles,4,1971-1990,1,2017,24.1,16.9,28.9
PARIS,5,7510102,,Halles,4,Apres 1990,0,2015,20.3,14.2,24.4
PARIS,5,7510102,,Halles,4,Apres 1990,0,2016,20.4,14.28,24.48
PARIS,5,7510102,,Halles,4,Apres 1990,0,2017,20.4,14.3,24.5
PARIS,5,7510102,,Halles,4,Apres 1990,1,2015,22.5,15.8,27
PARIS,5,7510102,,Halles,4,Apres 1990,1,2016,22.8,15.96,27.36
PARIS,5,7510102,,Halles,4,Apres 1990,1,2017,22.8,16,27.4
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,0,2015,30.3,21.2,36.4
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,0,2016,30.5,21.35,36.6
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,0,2017,30.6,21.4,36.7
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,1,2015,33.6,23.5,40.3
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,1,2016,34.2,23.94,41.04
PARIS,2,7510103,,Palais-Royal,1,Avant 1946,1,2017,34.3,24,41.2
PARIS,2,7510103,,Palais-Royal,1,1946-1970,0,2015,31.4,22,37.7
PARIS,2,7510103,,Palais-Royal,1,1946-1970,0,2016,31.5,22.05,37.8
PARIS,2,7510103,,Palais-Royal,1,1946-1970,0,2017,31.9,22.3,38.3
PARIS,2,7510103,,Palais-Royal,1,1946-1970,1,2015,34.9,24.4,41.9
PARIS,2,7510103,,Palais-Royal,1,1946-1970,1,2016,35.3,24.71,42.36
PARIS,2,7510103,,Palais-Royal,1,1946-1970,1,2017,35.7,25,42.8
PARIS,2,7510103,,Palais-Royal,1,1971-1990,0,2015,27.3,19.1,32.8
PARIS,2,7510103,,Palais-Royal,1,1971-1990,0,2016,27,18.9,32.4
PARIS,2,7510103,,Palais-Royal,1,1971-1990,0,2017,27.1,19,32.5
PARIS,2,7510103,,Palais-Royal,1,1971-1990,1,2015,30.3,21.2,36.4
PARIS,2,7510103,,Palais-Royal,1,1971-1990,1,2016,30.2,21.14,36.24
PARIS,2,7510103,,Palais-Royal,1,1971-1990,1,2017,30.4,21.3,36.5
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,0,2015,30.3,21.2,36.4
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,0,2016,30.4,21.28,36.48
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,0,2017,30.6,21.4,36.7
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,1,2015,33.6,23.5,40.3
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,1,2016,34,23.8,40.8
PARIS,2,7510103,,Palais-Royal,1,Apres 1990,1,2017,34.3,24,41.2
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,0,2015,26.5,18.6,31.8
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,0,2016,26.6,18.62,31.92
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,0,2017,27.2,19,32.6
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,1,2015,29.4,20.6,35.3
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,1,2016,29.8,20.86,35.76
PARIS,2,7510103,,Palais-Royal,2,Avant 1946,1,2017,30.5,21.4,36.6
PARIS,2,7510103,,Palais-Royal,2,1946-1970,0,2015,25.8,18.1,31
PARIS,2,7510103,,Palais-Royal,2,1946-1970,0,2016,26.1,18.27,31.32
PARIS,2,7510103,,Palais-Royal,2,1946-1970,0,2017,26.5,18.6,31.8
PARIS,2,7510103,,Palais-Royal,2,1946-1970,1,2015,28.6,20,34.3
PARIS,2,7510103,,Palais-Royal,2,1946-1970,1,2016,29.2,20.44,35.04
PARIS,2,7510103,,Palais-Royal,2,1946-1970,1,2017,29.7,20.8,35.6
PARIS,2,7510103,,Palais-Royal,2,1971-1990,0,2015,24.7,17.3,29.6
PARIS,2,7510103,,Palais-Royal,2,1971-1990,0,2016,24.8,17.36,29.76
PARIS,2,7510103,,Palais-Royal,2,1971-1990,0,2017,25.4,17.8,30.5
PARIS,2,7510103,,Palais-Royal,2,1971-1990,1,2015,27.4,19.2,32.9
PARIS,2,7510103,,Palais-Royal,2,1971-1990,1,2016,27.8,19.46,33.36
PARIS,2,7510103,,Palais-Royal,2,1971-1990,1,2017,28.4,19.9,34.1
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,0,2015,24.2,16.9,29
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,0,2016,24.3,17.01,29.16
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,0,2017,25.2,17.6,30.2
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,1,2015,26.9,18.8,32.3
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,1,2016,27.2,19.04,32.64
PARIS,2,7510103,,Palais-Royal,2,Apres 1990,1,2017,28.2,19.7,33.8
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,0,2015,25.8,18.1,31
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,0,2016,25.2,17.64,30.24
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,0,2017,25.2,17.6,30.2
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,1,2015,28.6,20,34.3
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,1,2016,28.2,19.74,33.84
PARIS,2,7510103,,Palais-Royal,3,Avant 1946,1,2017,28.2,19.7,33.8
PARIS,2,7510103,,Palais-Royal,3,1946-1970,0,2015,21.3,14.9,25.6
PARIS,2,7510103,,Palais-Royal,3,1946-1970,0,2016,21.4,14.98,25.68
PARIS,2,7510103,,Palais-Royal,3,1946-1970,0,2017,21.4,15,25.7
PARIS,2,7510103,,Palais-Royal,3,1946-1970,1,2015,23.6,16.5,28.3
PARIS,2,7510103,,Palais-Royal,3,1946-1970,1,2016,24,16.8,28.8
PARIS,2,7510103,,Palais-Royal,3,1946-1970,1,2017,24,16.8,28.8
PARIS,2,7510103,,Palais-Royal,3,1971-1990,0,2015,21.3,14.9,25.6
PARIS,2,7510103,,Palais-Royal,3,1971-1990,0,2016,21.4,14.98,25.68
PARIS,2,7510103,,Palais-Royal,3,1971-1990,0,2017,21.4,15,25.7
PARIS,2,7510103,,Palais-Royal,3,1971-1990,1,2015,23.6,16.5,28.3
PARIS,2,7510103,,Palais-Royal,3,1971-1990,1,2016,24,16.8,28.8
PARIS,2,7510103,,Palais-Royal,3,1971-1990,1,2017,24,16.8,28.8
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,0,2015,24.5,17.2,29.4
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,0,2016,24.6,17.22,29.52
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,0,2017,24.6,17.2,29.5
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,1,2015,27.2,19,32.6
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,1,2016,27.6,19.32,33.12
PARIS,2,7510103,,Palais-Royal,3,Apres 1990,1,2017,27.6,19.3,33.1
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,0,2015,25.2,17.6,30.2
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,0,2016,25.3,17.71,30.36
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,0,2017,25.1,17.6,30.1
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,1,2015,28,19.6,33.6
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,1,2016,28.3,19.81,33.96
PARIS,2,7510103,,Palais-Royal,4,Avant 1946,1,2017,28.1,19.7,33.7
PARIS,2,7510103,,Palais-Royal,4,1946-1970,0,2015,21.8,15.3,26.2
PARIS,2,7510103,,Palais-Royal,4,1946-1970,0,2016,21.9,15.33,26.28
PARIS,2,7510103,,Palais-Royal,4,1946-1970,0,2017,21.9,15.3,26.3
PARIS,2,7510103,,Palais-Royal,4,1946-1970,1,2015,24.2,16.9,29
PARIS,2,7510103,,Palais-Royal,4,1946-1970,1,2016,24.5,17.15,29.4
PARIS,2,7510103,,Palais-Royal,4,1946-1970,1,2017,24.5,17.2,29.4
PARIS,2,7510103,,Palais-Royal,4,1971-1990,0,2015,21.8,15.3,26.2
PARIS,2,7510103,,Palais-Royal,4,1971-1990,0,2016,21.9,15.33,26.28
PARIS,2,7510103,,Palais-Royal,4,1971-1990,0,2017,21.9,15.3,26.3
PARIS,2,7510103,,Palais-Royal,4,1971-1990,1,2015,24.2,16.9,29
PARIS,2,7510103,,Palais-Royal,4,1971-1990,1,2016,24.5,17.15,29.4
PARIS,2,7510103,,Palais-Royal,4,1971-1990,1,2017,24.5,17.2,29.4
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,0,2015,26.5,18.6,31.8
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,0,2016,26.6,18.62,31.92
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,0,2017,26.6,18.6,31.9
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,1,2015,29.4,20.6,35.3
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,1,2016,29.8,20.86,35.76
PARIS,2,7510103,,Palais-Royal,4,Apres 1990,1,2017,29.8,20.9,35.8
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,0,2015,30.3,21.2,36.4
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,0,2016,30.5,21.35,36.6
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,0,2017,30.6,21.4,36.7
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,1,2015,33.6,23.5,40.3
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,1,2016,34.2,23.94,41.04
PARIS,2,7510104,,Place-Vendôme,1,Avant 1946,1,2017,34.3,24,41.2
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,0,2015,31.4,22,37.7
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,0,2016,31.5,22.05,37.8
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,0,2017,31.9,22.3,38.3
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,1,2015,34.9,24.4,41.9
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,1,2016,35.3,24.71,42.36
PARIS,2,7510104,,Place-Vendôme,1,1946-1970,1,2017,35.7,25,42.8
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,0,2015,27.3,19.1,32.8
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,0,2016,27,18.9,32.4
PARIS,2,7510104,,Place-Vendôme,1,1971-1990,0,2017,27.1,19,32.5
